date,currency,rate,unit
2004-10-04,GBP,82.4544,1
2004-10-04,JPY,41.47,100
2004-10-04,USD,45.91,1
2004-10-05,EUR,56.29,1
2004-10-05,GBP,81.9495,1
2004-10-05,JPY,41.36,100
2004-10-05,USD,45.86,1
2004-10-06,EUR,56.51,1
2004-10-06,GBP,81.8627,1
2004-10-06,JPY,41.28,100
2004-10-06,USD,45.9,1
2004-10-07,EUR,56.36,1
2004-10-07,GBP,81.6583,1
2004-10-07,JPY,41.28,100
2004-10-07,USD,45.86,1
2004-10-08,EUR,56.54,1
2004-10-08,GBP,81.8455,1
2004-10-08,JPY,41.28,100
2004-10-08,USD,45.83,1
2004-10-11,EUR,56.76,1
2004-10-11,GBP,82.1182,1
2004-10-11,JPY,41.83,100
2004-10-11,USD,45.77,1
2004-10-12,EUR,56.62,1
2004-10-12,GBP,82.1651,1
2004-10-12,JPY,41.8,100
2004-10-12,USD,45.86,1
2004-10-14,EUR,56.66,1
2004-10-14,GBP,82.3829,1
2004-10-14,JPY,41.83,100
2004-10-14,USD,45.86,1
2004-10-15,EUR,56.84,1
2004-10-15,GBP,82.4448,1
2004-10-15,JPY,41.87,100
2004-10-15,USD,45.86,1
2004-10-18,EUR,57.19,1
2004-10-18,GBP,82.6246,1
2004-10-18,JPY,41.97,100
2004-10-18,USD,45.83,1
2004-10-19,EUR,57.13,1
2004-10-19,GBP,82.2121,1
2004-10-19,JPY,41.87,100
2004-10-19,USD,45.83,1
2004-10-20,EUR,57.32,1
2004-10-20,GBP,82.5365,1
2004-10-20,JPY,42.19,100
2004-10-20,USD,45.79,1
2004-10-21,EUR,57.63,1
2004-10-21,GBP,83.187,1
2004-10-21,JPY,42.45,100
2004-10-21,USD,45.77,1
2004-10-25,EUR,58.28,1
2004-10-25,GBP,83.9001,1
2004-10-25,JPY,42.75,100
2004-10-25,USD,45.65,1
2004-10-26,EUR,58.45,1
2004-10-26,GBP,84.0441,1
2004-10-26,JPY,42.74,100
2004-10-26,USD,45.66,1
2004-10-27,EUR,58.32,1
2004-10-27,GBP,84.0128,1
2004-10-27,JPY,42.82,100
2004-10-27,USD,45.72,1
2004-10-28,EUR,57.96,1
2004-10-28,GBP,83.4318,1
2004-10-28,JPY,42.93,100
2004-10-28,USD,45.56,1
2004-10-29,EUR,57.89,1
2004-10-29,GBP,83.1735,1
2004-10-29,JPY,42.84,100
2004-10-29,USD,45.45,1
2004-11-01,EUR,58.01,1
2004-11-01,GBP,83.3364,1
2004-11-01,JPY,42.69,100
2004-11-01,USD,45.41,1
2004-11-02,EUR,57.79,1
2004-11-02,GBP,83.184,1
2004-11-02,JPY,42.65,100
2004-11-02,USD,45.39,1
2004-11-03,EUR,57.64,1
2004-11-03,GBP,83.3765,1
2004-11-03,JPY,42.69,100
2004-11-03,USD,45.5,1
2004-11-04,EUR,58.11,1
2004-11-04,GBP,83.7212,1
2004-11-04,JPY,42.61,100
2004-11-04,USD,45.3,1
2004-11-05,EUR,58.06,1
2004-11-05,GBP,83.1982,1
2004-11-05,JPY,42.52,100
2004-11-05,USD,45.1,1
2004-11-08,EUR,58.54,1
2004-11-08,GBP,83.7016,1
2004-11-08,JPY,42.76,100
2004-11-08,USD,45.11,1
2004-11-09,EUR,58.27,1
2004-11-09,GBP,83.6019,1
2004-11-09,JPY,42.66,100
2004-11-09,USD,45.1,1
2004-11-10,EUR,58.21,1
2004-11-10,GBP,83.7826,1
2004-11-10,JPY,42.67,100
2004-11-10,USD,45.15,1
2004-11-11,EUR,58.24,1
2004-11-11,GBP,83.4121,1
2004-11-11,JPY,42.25,100
2004-11-11,USD,45.2,1
2004-11-16,EUR,58.21,1
2004-11-16,GBP,83.1537,1
2004-11-16,JPY,42.65,100
2004-11-16,USD,45.01,1
2004-11-17,EUR,58.45,1
2004-11-17,GBP,83.5374,1
2004-11-17,JPY,42.74,100
2004-11-17,USD,45.03,1
2004-11-18,EUR,58.79,1
2004-11-18,GBP,83.9021,1
2004-11-18,JPY,43.44,100
2004-11-18,USD,45.03,1
2004-11-19,EUR,58.55,1
2004-11-19,GBP,83.6101,1
2004-11-19,JPY,43.36,100
2004-11-19,USD,45.13,1
2004-11-22,EUR,58.78,1
2004-11-22,GBP,83.7541,1
2004-11-22,JPY,43.64,100
2004-11-22,USD,45.08,1
2004-11-23,EUR,58.57,1
2004-11-23,GBP,83.566,1
2004-11-23,JPY,43.59,100
2004-11-23,USD,45.06,1
2004-11-24,EUR,59.0,1
2004-11-24,GBP,84.1811,1
2004-11-24,JPY,43.5,100
2004-11-24,USD,45.06,1
2004-11-25,EUR,59.35,1
2004-11-25,GBP,84.742,1
2004-11-25,JPY,43.79,100
2004-11-25,USD,45.03,1
2004-11-29,EUR,59.66,1
2004-11-29,GBP,85.126,1
2004-11-29,JPY,43.75,100
2004-11-29,USD,44.97,1
2004-11-30,EUR,59.33,1
2004-11-30,GBP,84.5216,1
2004-11-30,JPY,43.43,100
2004-11-30,USD,44.75,1
2004-12-01,EUR,59.21,1
2004-12-01,GBP,85.0778,1
2004-12-01,JPY,43.27,100
2004-12-01,USD,44.47,1
2004-12-02,EUR,59.08,1
2004-12-02,GBP,85.5303,1
2004-12-02,JPY,43.27,100
2004-12-02,USD,44.22,1
2004-12-03,EUR,58.71,1
2004-12-03,GBP,85.0403,1
2004-12-03,JPY,42.77,100
2004-12-03,USD,44.24,1
2004-12-06,EUR,58.88,1
2004-12-06,GBP,85.1222,1
2004-12-06,JPY,42.86,100
2004-12-06,USD,43.83,1
2004-12-07,EUR,58.73,1
2004-12-07,GBP,85.1123,1
2004-12-07,JPY,42.66,100
2004-12-07,USD,43.7,1
2004-12-08,EUR,58.59,1
2004-12-08,GBP,84.8095,1
2004-12-08,JPY,42.4,100
2004-12-08,USD,43.92,1
2004-12-09,EUR,58.76,1
2004-12-09,GBP,85.2622,1
2004-12-09,JPY,42.4,100
2004-12-09,USD,44.23,1
2004-12-10,EUR,59.09,1
2004-12-10,GBP,85.4839,1
2004-12-10,JPY,42.38,100
2004-12-10,USD,44.61,1
2004-12-13,EUR,58.86,1
2004-12-13,GBP,85.0167,1
2004-12-13,JPY,42.25,100
2004-12-13,USD,44.35,1
2004-12-14,EUR,58.6,1
2004-12-14,GBP,84.7322,1
2004-12-14,JPY,42.06,100
2004-12-14,USD,44.09,1
2004-12-15,EUR,58.73,1
2004-12-15,GBP,84.9591,1
2004-12-15,JPY,41.94,100
2004-12-15,USD,44.13,1
2004-12-16,EUR,58.87,1
2004-12-16,GBP,85.208,1
2004-12-16,JPY,42.08,100
2004-12-16,USD,43.89,1
2004-12-17,EUR,58.42,1
2004-12-17,GBP,85.1144,1
2004-12-17,JPY,42.15,100
2004-12-17,USD,44.03,1
2004-12-20,EUR,58.54,1
2004-12-20,GBP,85.2359,1
2004-12-20,JPY,42.07,100
2004-12-20,USD,43.91,1
2004-12-21,EUR,58.63,1
2004-12-21,GBP,85.1647,1
2004-12-21,JPY,42.14,100
2004-12-21,USD,43.8,1
2004-12-22,EUR,58.65,1
2004-12-22,GBP,84.6818,1
2004-12-22,JPY,42.06,100
2004-12-22,USD,43.88,1
2004-12-23,EUR,58.85,1
2004-12-23,GBP,84.044,1
2004-12-23,JPY,42.13,100
2004-12-23,USD,43.79,1
2004-12-24,EUR,59.12,1
2004-12-24,GBP,84.1897,1
2004-12-24,JPY,42.24,100
2004-12-24,USD,43.81,1
2004-12-27,EUR,59.36,1
2004-12-27,GBP,84.3832,1
2004-12-27,JPY,42.24,100
2004-12-27,USD,43.84,1
2004-12-28,EUR,59.53,1
2004-12-28,GBP,84.6311,1
2004-12-28,JPY,42.45,100
2004-12-28,USD,43.78,1
2004-12-29,EUR,59.61,1
2004-12-29,GBP,84.5144,1
2004-12-29,JPY,42.35,100
2004-12-29,USD,43.74,1
2004-12-30,EUR,59.57,1
2004-12-30,GBP,83.9669,1
2004-12-30,JPY,42.13,100
2004-12-30,USD,43.71,1
2004-12-31,EUR,59.4,1
2004-12-31,GBP,84.0876,1
2004-12-31,JPY,42.49,100
2004-12-31,USD,43.58,1
2005-01-03,EUR,58.66,1
2005-01-03,GBP,83.0705,1
2005-01-03,JPY,42.32,100
2005-01-03,USD,43.61,1
2005-01-04,EUR,58.51,1
2005-01-04,GBP,82.7928,1
2005-01-04,JPY,42.28,100
2005-01-04,USD,43.43,1
2005-01-05,EUR,58.14,1
2005-01-05,GBP,82.4955,1
2005-01-05,JPY,41.95,100
2005-01-05,USD,43.77,1
2005-01-06,EUR,58.16,1
2005-01-06,GBP,82.5721,1
2005-01-06,JPY,42.07,100
2005-01-06,USD,43.87,1
2005-01-07,EUR,57.81,1
2005-01-07,GBP,82.258,1
2005-01-07,JPY,41.89,100
2005-01-07,USD,43.83,1
2005-01-10,EUR,57.52,1
2005-01-10,GBP,82.3966,1
2005-01-10,JPY,42.01,100
2005-01-10,USD,44.02,1
2005-01-11,EUR,57.53,1
2005-01-11,GBP,82.4188,1
2005-01-11,JPY,42.16,100
2005-01-11,USD,43.82,1
2005-01-12,EUR,57.35,1
2005-01-12,GBP,82.0856,1
2005-01-12,JPY,42.28,100
2005-01-12,USD,43.73,1
2005-01-13,EUR,57.88,1
2005-01-13,GBP,82.6047,1
2005-01-13,JPY,42.7,100
2005-01-13,USD,43.69,1
2005-01-14,EUR,57.5,1
2005-01-14,GBP,82.1179,1
2005-01-14,JPY,42.6,100
2005-01-14,USD,43.85,1
2005-01-17,EUR,57.33,1
2005-01-17,GBP,81.8744,1
2005-01-17,JPY,42.79,100
2005-01-17,USD,43.72,1
2005-01-18,EUR,57.06,1
2005-01-18,GBP,81.2974,1
2005-01-18,JPY,42.65,100
2005-01-18,USD,43.74,1
2005-01-19,EUR,56.98,1
2005-01-19,GBP,81.6188,1
2005-01-19,JPY,42.69,100
2005-01-19,USD,43.74,1
2005-01-20,EUR,56.93,1
2005-01-20,GBP,81.9124,1
2005-01-20,JPY,42.65,100
2005-01-20,USD,43.78,1
2005-01-24,EUR,57.12,1
2005-01-24,GBP,82.1538,1
2005-01-24,JPY,42.52,100
2005-01-24,USD,43.75,1
2005-01-25,EUR,57.12,1
2005-01-25,GBP,82.2511,1
2005-01-25,JPY,42.55,100
2005-01-25,USD,43.81,1
2005-01-27,EUR,57.25,1
2005-01-27,GBP,82.3616,1
2005-01-27,JPY,42.35,100
2005-01-27,USD,43.75,1
2005-01-28,EUR,57.08,1
2005-01-28,GBP,82.591,1
2005-01-28,JPY,42.42,100
2005-01-28,USD,43.78,1
2005-01-31,EUR,56.9,1
2005-01-31,GBP,82.3819,1
2005-01-31,JPY,42.21,100
2005-01-31,USD,43.69,1
2005-02-01,EUR,57.01,1
2005-02-01,GBP,82.3302,1
2005-02-01,JPY,42.12,100
2005-02-01,USD,43.68,1
2005-02-02,EUR,57.02,1
2005-02-02,GBP,82.093,1
2005-02-02,JPY,41.99,100
2005-02-02,USD,43.59,1
2005-02-03,EUR,56.49,1
2005-02-03,GBP,81.6837,1
2005-02-03,JPY,41.64,100
2005-02-03,USD,43.36,1
2005-02-04,EUR,56.4,1
2005-02-04,GBP,81.791,1
2005-02-04,JPY,41.63,100
2005-02-04,USD,43.47,1
2005-02-07,EUR,55.81,1
2005-02-07,GBP,81.4766,1
2005-02-07,JPY,41.66,100
2005-02-07,USD,43.46,1
2005-02-08,EUR,55.68,1
2005-02-08,GBP,80.9761,1
2005-02-08,JPY,41.46,100
2005-02-08,USD,43.6,1
2005-02-09,EUR,55.76,1
2005-02-09,GBP,81.0569,1
2005-02-09,JPY,41.38,100
2005-02-09,USD,43.64,1
2005-02-10,EUR,55.88,1
2005-02-10,GBP,81.503,1
2005-02-10,JPY,41.42,100
2005-02-10,USD,43.78,1
2005-02-11,EUR,56.34,1
2005-02-11,GBP,81.7866,1
2005-02-11,JPY,41.4,100
2005-02-11,USD,43.79,1
2005-02-14,EUR,56.54,1
2005-02-14,GBP,82.0231,1
2005-02-14,JPY,41.68,100
2005-02-14,USD,43.72,1
2005-02-15,EUR,56.77,1
2005-02-15,GBP,82.6276,1
2005-02-15,JPY,41.65,100
2005-02-15,USD,43.76,1
2005-02-16,EUR,57.04,1
2005-02-16,GBP,82.8483,1
2005-02-16,JPY,41.71,100
2005-02-16,USD,43.82,1
2005-02-17,EUR,57.04,1
2005-02-17,GBP,82.4893,1
2005-02-17,JPY,41.58,100
2005-02-17,USD,43.74,1
2005-02-18,EUR,57.3,1
2005-02-18,GBP,82.9869,1
2005-02-18,JPY,41.56,100
2005-02-18,USD,43.84,1
2005-02-21,EUR,57.21,1
2005-02-21,GBP,82.9578,1
2005-02-21,JPY,41.45,100
2005-02-21,USD,43.82,1
2005-02-22,EUR,57.59,1
2005-02-22,GBP,83.3762,1
2005-02-22,JPY,41.75,100
2005-02-22,USD,43.72,1
2005-02-23,EUR,57.9,1
2005-02-23,GBP,83.444,1
2005-02-23,JPY,41.75,100
2005-02-23,USD,43.72,1
2005-02-24,EUR,57.87,1
2005-02-24,GBP,83.4779,1
2005-02-24,JPY,41.72,100
2005-02-24,USD,43.7,1
2005-02-25,EUR,57.66,1
2005-02-25,GBP,83.4457,1
2005-02-25,JPY,41.46,100
2005-02-25,USD,43.69,1
2005-02-28,EUR,57.94,1
2005-02-28,GBP,83.8739,1
2005-02-28,JPY,41.71,100
2005-02-28,USD,43.64,1
2005-03-01,EUR,57.72,1
2005-03-01,GBP,83.9184,1
2005-03-01,JPY,41.84,100
2005-03-01,USD,43.72,1
2005-03-02,EUR,57.54,1
2005-03-02,GBP,83.7816,1
2005-03-02,JPY,41.76,100
2005-03-02,USD,43.7,1
2005-03-03,EUR,57.33,1
2005-03-03,GBP,83.4326,1
2005-03-03,JPY,41.62,100
2005-03-03,USD,43.65,1
2005-03-04,EUR,57.29,1
2005-03-04,GBP,83.3681,1
2005-03-04,JPY,41.45,100
2005-03-04,USD,43.71,1
2005-03-07,EUR,57.79,1
2005-03-07,GBP,83.9525,1
2005-03-07,JPY,41.65,100
2005-03-07,USD,43.69,1
2005-03-09,EUR,58.25,1
2005-03-09,GBP,84.1892,1
2005-03-09,JPY,41.72,100
2005-03-09,USD,43.67,1
2005-03-10,EUR,58.52,1
2005-03-10,GBP,84.0353,1
2005-03-10,JPY,41.9,100
2005-03-10,USD,43.58,1
2005-03-11,EUR,58.52,1
2005-03-11,GBP,83.8632,1
2005-03-11,JPY,41.85,100
2005-03-11,USD,43.58,1
2005-03-14,EUR,58.46,1
2005-03-14,GBP,83.6955,1
2005-03-14,JPY,41.61,100
2005-03-14,USD,43.52,1
2005-03-15,EUR,58.16,1
2005-03-15,GBP,83.3765,1
2005-03-15,JPY,41.54,100
2005-03-15,USD,43.55,1
2005-03-16,EUR,58.09,1
2005-03-16,GBP,83.5083,1
2005-03-16,JPY,41.81,100
2005-03-16,USD,43.62,1
2005-03-17,EUR,58.53,1
2005-03-17,GBP,84.0161,1
2005-03-17,JPY,41.88,100
2005-03-17,USD,43.63,1
2005-03-18,EUR,58.35,1
2005-03-18,GBP,83.935,1
2005-03-18,JPY,41.68,100
2005-03-18,USD,43.69,1
2005-03-21,EUR,57.94,1
2005-03-21,GBP,83.6586,1
2005-03-21,JPY,41.62,100
2005-03-21,USD,43.67,1
2005-03-22,EUR,57.58,1
2005-03-22,GBP,82.9879,1
2005-03-22,JPY,41.64,100
2005-03-22,USD,43.77,1
2005-03-23,EUR,57.2,1
2005-03-23,GBP,82.5221,1
2005-03-23,JPY,41.53,100
2005-03-23,USD,43.74,1
2005-03-24,EUR,56.95,1
2005-03-24,GBP,82.041,1
2005-03-24,JPY,41.26,100
2005-03-24,USD,43.83,1
2005-03-28,EUR,56.52,1
2005-03-28,GBP,81.5545,1
2005-03-28,JPY,40.94,100
2005-03-28,USD,43.81,1
2005-03-29,EUR,56.6,1
2005-03-29,GBP,81.8326,1
2005-03-29,JPY,40.84,100
2005-03-29,USD,43.79,1
2005-03-30,EUR,56.78,1
2005-03-30,GBP,82.3465,1
2005-03-30,JPY,40.85,100
2005-03-30,USD,43.82,1
2005-03-31,EUR,56.58,1
2005-03-31,GBP,82.0881,1
2005-03-31,JPY,40.84,100
2005-03-31,USD,43.75,1
2005-04-04,EUR,56.37,1
2005-04-04,GBP,82.1135,1
2005-04-04,JPY,40.56,100
2005-04-04,USD,43.76,1
2005-04-05,EUR,56.19,1
2005-04-05,GBP,82.1525,1
2005-04-05,JPY,40.31,100
2005-04-05,USD,43.81,1
2005-04-06,EUR,56.36,1
2005-04-06,GBP,82.4132,1
2005-04-06,JPY,40.54,100
2005-04-06,USD,43.76,1
2005-04-07,EUR,56.51,1
2005-04-07,GBP,82.4412,1
2005-04-07,JPY,40.35,100
2005-04-07,USD,43.74,1
2005-04-08,EUR,56.13,1
2005-04-08,GBP,81.8105,1
2005-04-08,JPY,40.26,100
2005-04-08,USD,43.77,1
2005-04-11,EUR,56.54,1
2005-04-11,GBP,82.3909,1
2005-04-11,JPY,40.37,100
2005-04-11,USD,43.74,1
2005-04-12,EUR,56.79,1
2005-04-12,GBP,82.7525,1
2005-04-12,JPY,40.64,100
2005-04-12,USD,43.7,1
2005-04-13,EUR,56.58,1
2005-04-13,GBP,82.845,1
2005-04-13,JPY,40.76,100
2005-04-13,USD,43.75,1
2005-04-15,EUR,56.1,1
2005-04-15,GBP,82.339,1
2005-04-15,JPY,40.45,100
2005-04-15,USD,43.83,1
2005-04-19,EUR,57.01,1
2005-04-19,GBP,83.3628,1
2005-04-19,JPY,40.81,100
2005-04-19,USD,43.76,1
2005-04-20,EUR,57.16,1
2005-04-20,GBP,83.9098,1
2005-04-20,JPY,40.92,100
2005-04-20,USD,43.76,1
2005-04-21,EUR,57.28,1
2005-04-21,GBP,83.9431,1
2005-04-21,JPY,40.96,100
2005-04-21,USD,43.75,1
2005-04-25,EUR,56.99,1
2005-04-25,GBP,83.6609,1
2005-04-25,JPY,41.29,100
2005-04-25,USD,43.71,1
2005-04-26,EUR,56.81,1
2005-04-26,GBP,83.5069,1
2005-04-26,JPY,41.28,100
2005-04-26,USD,43.69,1
2005-04-27,EUR,56.47,1
2005-04-27,GBP,83.1058,1
2005-04-27,JPY,41.13,100
2005-04-27,USD,43.71,1
2005-04-28,EUR,56.5,1
2005-04-28,GBP,83.1998,1
2005-04-28,JPY,41.28,100
2005-04-28,USD,43.71,1
2005-04-29,EUR,56.6,1
2005-04-29,GBP,83.5657,1
2005-04-29,JPY,41.47,100
2005-04-29,USD,43.65,1
2005-05-02,EUR,56.01,1
2005-05-02,GBP,82.9442,1
2005-05-02,JPY,41.39,100
2005-05-02,USD,43.57,1
2005-05-03,EUR,55.98,1
2005-05-03,GBP,82.5217,1
2005-05-03,JPY,41.43,100
2005-05-03,USD,43.6,1
2005-05-04,EUR,56.39,1
2005-05-04,GBP,82.7391,1
2005-05-04,JPY,41.6,100
2005-05-04,USD,43.54,1
2005-05-05,EUR,56.27,1
2005-05-05,GBP,82.7047,1
2005-05-05,JPY,41.58,100
2005-05-05,USD,43.41,1
2005-05-06,EUR,56.19,1
2005-05-06,GBP,82.549,1
2005-05-06,JPY,41.46,100
2005-05-06,USD,43.44,1
2005-05-09,EUR,55.73,1
2005-05-09,GBP,82.1208,1
2005-05-09,JPY,41.3,100
2005-05-09,USD,43.51,1
2005-05-10,EUR,55.75,1
2005-05-10,GBP,81.6404,1
2005-05-10,JPY,41.04,100
2005-05-10,USD,43.45,1
2005-05-11,EUR,55.83,1
2005-05-11,GBP,81.631,1
2005-05-11,JPY,41.01,100
2005-05-11,USD,43.37,1
2005-05-12,EUR,55.35,1
2005-05-12,GBP,80.9927,1
2005-05-12,JPY,40.79,100
2005-05-12,USD,43.3,1
2005-05-13,EUR,55.05,1
2005-05-13,GBP,80.9448,1
2005-05-13,JPY,40.64,100
2005-05-13,USD,43.43,1
2005-05-16,EUR,54.75,1
2005-05-16,GBP,80.2173,1
2005-05-16,JPY,40.37,100
2005-05-16,USD,43.49,1
2005-05-17,EUR,54.85,1
2005-05-17,GBP,79.81,1
2005-05-17,JPY,40.53,100
2005-05-17,USD,43.43,1
2005-05-18,EUR,54.98,1
2005-05-18,GBP,79.86,1
2005-05-18,JPY,40.5,100
2005-05-18,USD,43.56,1
2005-05-19,EUR,55.08,1
2005-05-19,GBP,79.95,1
2005-05-19,JPY,40.58,100
2005-05-19,USD,43.45,1
2005-05-20,EUR,54.96,1
2005-05-20,GBP,79.87,1
2005-05-20,JPY,40.43,100
2005-05-20,USD,43.5,1
2005-05-24,EUR,54.75,1
2005-05-24,GBP,79.68,1
2005-05-24,JPY,40.46,100
2005-05-24,USD,43.49,1
2005-05-25,EUR,54.72,1
2005-05-25,GBP,79.57,1
2005-05-25,JPY,40.49,100
2005-05-25,USD,43.51,1
2005-05-26,EUR,54.61,1
2005-05-26,GBP,79.46,1
2005-05-26,JPY,40.33,100
2005-05-26,USD,43.52,1
2005-05-27,EUR,54.52,1
2005-05-27,GBP,79.34,1
2005-05-27,JPY,40.37,100
2005-05-27,USD,43.52,1
2005-05-30,EUR,54.54,1
2005-05-30,GBP,79.38,1
2005-05-30,JPY,40.34,100
2005-05-30,USD,43.54,1
2005-05-31,EUR,54.13,1
2005-05-31,GBP,79.3,1
2005-05-31,JPY,40.34,100
2005-05-31,USD,43.69,1
2005-06-01,EUR,53.93,1
2005-06-01,GBP,79.61,1
2005-06-01,JPY,40.37,100
2005-06-01,USD,43.72,1
2005-06-02,EUR,53.5,1
2005-06-02,GBP,79.35,1
2005-06-02,JPY,40.37,100
2005-06-02,USD,43.76,1
2005-06-03,EUR,53.54,1
2005-06-03,GBP,79.33,1
2005-06-03,JPY,40.41,100
2005-06-03,USD,43.66,1
2005-06-06,EUR,53.37,1
2005-06-06,GBP,79.16,1
2005-06-06,JPY,40.57,100
2005-06-06,USD,43.6,1
2005-06-07,EUR,53.55,1
2005-06-07,GBP,79.61,1
2005-06-07,JPY,40.75,100
2005-06-07,USD,43.53,1
2005-06-08,EUR,53.62,1
2005-06-08,GBP,79.89,1
2005-06-08,JPY,40.73,100
2005-06-08,USD,43.53,1
2005-06-09,EUR,53.22,1
2005-06-09,GBP,79.49,1
2005-06-09,JPY,40.59,100
2005-06-09,USD,43.55,1
2005-06-10,EUR,53.21,1
2005-06-10,GBP,79.26,1
2005-06-10,JPY,40.53,100
2005-06-10,USD,43.56,1
2005-06-13,EUR,52.74,1
2005-06-13,GBP,78.92,1
2005-06-13,JPY,40.17,100
2005-06-13,USD,43.62,1
2005-06-14,EUR,52.9,1
2005-06-14,GBP,78.79,1
2005-06-14,JPY,39.91,100
2005-06-14,USD,43.65,1
2005-06-15,EUR,52.54,1
2005-06-15,GBP,78.96,1
2005-06-15,JPY,39.96,100
2005-06-15,USD,43.66,1
2005-06-16,EUR,52.69,1
2005-06-16,GBP,79.42,1
2005-06-16,JPY,39.9,100
2005-06-16,USD,43.61,1
2005-06-17,EUR,52.75,1
2005-06-17,GBP,79.36,1
2005-06-17,JPY,39.99,100
2005-06-17,USD,43.59,1
2005-06-20,EUR,53.22,1
2005-06-20,GBP,79.5,1
2005-06-20,JPY,40.05,100
2005-06-20,USD,43.54,1
2005-06-21,EUR,52.93,1
2005-06-21,GBP,79.49,1
2005-06-21,JPY,39.88,100
2005-06-21,USD,43.61,1
2005-06-22,EUR,53.01,1
2005-06-22,GBP,79.58,1
2005-06-22,JPY,40.11,100
2005-06-22,USD,43.5,1
2005-06-23,EUR,52.74,1
2005-06-23,GBP,79.25,1
2005-06-23,JPY,40.04,100
2005-06-23,USD,43.53,1
2005-06-24,EUR,52.42,1
2005-06-24,GBP,79.12,1
2005-06-24,JPY,39.96,100
2005-06-24,USD,43.56,1
2005-06-27,EUR,52.82,1
2005-06-27,GBP,79.39,1
2005-06-27,JPY,39.8,100
2005-06-27,USD,43.49,1
2005-06-28,EUR,52.87,1
2005-06-28,GBP,79.42,1
2005-06-28,JPY,39.69,100
2005-06-28,USD,43.56,1
2005-06-29,EUR,52.44,1
2005-06-29,GBP,79.03,1
2005-06-29,JPY,39.54,100
2005-06-29,USD,43.55,1
2005-06-30,EUR,52.68,1
2005-06-30,GBP,78.75,1
2005-06-30,JPY,39.51,100
2005-06-30,USD,43.51,1
2005-07-01,EUR,52.38,1
2005-07-01,GBP,77.59,1
2005-07-01,JPY,39.19,100
2005-07-01,USD,43.53,1
2005-07-04,EUR,51.95,1
2005-07-04,GBP,76.72,1
2005-07-04,JPY,39.03,100
2005-07-04,USD,43.56,1
2005-07-05,EUR,51.84,1
2005-07-05,GBP,76.45,1
2005-07-05,JPY,38.95,100
2005-07-05,USD,43.57,1
2005-07-06,EUR,52.05,1
2005-07-06,GBP,76.67,1
2005-07-06,JPY,39.08,100
2005-07-06,USD,43.57,1
2005-07-07,EUR,52.01,1
2005-07-07,GBP,76.43,1
2005-07-07,JPY,38.88,100
2005-07-07,USD,43.64,1
2005-07-08,EUR,52.02,1
2005-07-08,GBP,75.99,1
2005-07-08,JPY,38.85,100
2005-07-08,USD,43.63,1
2005-07-11,EUR,52.35,1
2005-07-11,GBP,75.92,1
2005-07-11,JPY,36.91,100
2005-07-11,USD,43.56,1
2005-07-12,EUR,52.9,1
2005-07-12,GBP,76.8,1
2005-07-12,JPY,39.1,100
2005-07-12,USD,43.53,1
2005-07-13,EUR,53.16,1
2005-07-13,GBP,77.22,1
2005-07-13,JPY,39.15,100
2005-07-13,USD,43.52,1
2005-07-14,EUR,52.54,1
2005-07-14,GBP,76.67,1
2005-07-14,JPY,38.93,100
2005-07-14,USD,43.53,1
2005-07-15,EUR,52.78,1
2005-07-15,GBP,76.69,1
2005-07-15,JPY,38.83,100
2005-07-15,USD,43.52,1
2005-07-18,EUR,52.56,1
2005-07-18,GBP,76.39,1
2005-07-18,JPY,38.86,100
2005-07-18,USD,43.54,1
2005-07-19,EUR,52.34,1
2005-07-19,GBP,75.91,1
2005-07-19,JPY,38.81,100
2005-07-19,USD,43.56,1
2005-07-20,EUR,52.53,1
2005-07-20,GBP,75.62,1
2005-07-20,JPY,38.48,100
2005-07-20,USD,43.54,1
2005-07-21,EUR,52.84,1
2005-07-21,GBP,75.82,1
2005-07-21,JPY,38.61,100
2005-07-21,USD,43.51,1
2005-07-22,EUR,52.85,1
2005-07-22,GBP,76.14,1
2005-07-22,JPY,39.11,100
2005-07-22,USD,43.39,1
2005-07-25,EUR,52.43,1
2005-07-25,GBP,75.56,1
2005-07-25,JPY,38.95,100
2005-07-25,USD,43.5,1
2005-07-26,EUR,52.42,1
2005-07-26,GBP,75.91,1
2005-07-26,JPY,38.94,100
2005-07-26,USD,43.52,1
2005-07-29,EUR,52.73,1
2005-07-29,GBP,76.34,1
2005-07-29,JPY,38.82,100
2005-07-29,USD,43.49,1
2005-08-01,EUR,52.87,1
2005-08-01,GBP,76.48,1
2005-08-01,JPY,38.7,100
2005-08-01,USD,43.45,1
2005-08-02,EUR,53.08,1
2005-08-02,GBP,76.93,1
2005-08-02,JPY,38.94,100
2005-08-02,USD,43.46,1
2005-08-03,EUR,53.04,1
2005-08-03,GBP,77.06,1
2005-08-03,JPY,38.98,100
2005-08-03,USD,43.51,1
2005-08-04,EUR,53.66,1
2005-08-04,GBP,77.35,1
2005-08-04,JPY,39.23,100
2005-08-04,USD,43.51,1
2005-08-05,EUR,53.8,1
2005-08-05,GBP,77.31,1
2005-08-05,JPY,38.98,100
2005-08-05,USD,43.5,1
2005-08-08,EUR,53.7,1
2005-08-08,GBP,77.29,1
2005-08-08,JPY,38.75,100
2005-08-08,USD,43.55,1
2005-08-09,EUR,53.99,1
2005-08-09,GBP,77.86,1
2005-08-09,JPY,38.97,100
2005-08-09,USD,43.55,1
2005-08-10,EUR,53.9,1
2005-08-10,GBP,77.92,1
2005-08-10,JPY,39.16,100
2005-08-10,USD,43.53,1
