date,AED,EUR,GBP,IDR,JPY,USD
2004-11-01,,58.01,83.3364,,42.69,45.41
2004-11-02,,57.79,83.184,,42.65,45.39
2004-11-03,,57.64,83.3765,,42.69,45.5
2004-11-04,,58.11,83.7212,,42.61,45.3
2004-11-05,,58.06,83.1982,,42.52,45.1
2004-11-08,,58.54,83.7016,,42.76,45.11
2004-11-09,,58.27,83.6019,,42.66,45.1
2004-11-10,,58.21,83.7826,,42.67,45.15
2004-11-11,,58.24,83.4121,,42.25,45.2
2004-11-16,,58.21,83.1537,,42.65,45.01
2004-11-17,,58.45,83.5374,,42.74,45.03
2004-11-18,,58.79,83.9021,,43.44,45.03
2004-11-19,,58.55,83.6101,,43.36,45.13
2004-11-22,,58.78,83.7541,,43.64,45.08
2004-11-23,,58.57,83.566,,43.59,45.06
2004-11-24,,59.0,84.1811,,43.5,45.06
2004-11-25,,59.35,84.742,,43.79,45.03
2004-11-29,,59.66,85.126,,43.75,44.97
2004-11-30,,59.33,84.5216,,43.43,44.75
2004-12-01,,59.21,85.0778,,43.27,44.47
2004-12-02,,59.08,85.5303,,43.27,44.22
2004-12-03,,58.71,85.0403,,42.77,44.24
2004-12-06,,58.88,85.1222,,42.86,43.83
2004-12-07,,58.73,85.1123,,42.66,43.7
2004-12-08,,58.59,84.8095,,42.4,43.92
2004-12-09,,58.76,85.2622,,42.4,44.23
2004-12-10,,59.09,85.4839,,42.38,44.61
2004-12-13,,58.86,85.0167,,42.25,44.35
2004-12-14,,58.6,84.7322,,42.06,44.09
2004-12-15,,58.73,84.9591,,41.94,44.13
2004-12-16,,58.87,85.208,,42.08,43.89
2004-12-17,,58.42,85.1144,,42.15,44.03
2004-12-20,,58.54,85.2359,,42.07,43.91
2004-12-21,,58.63,85.1647,,42.14,43.8
2004-12-22,,58.65,84.6818,,42.06,43.88
2004-12-23,,58.85,84.044,,42.13,43.79
2004-12-24,,59.12,84.1897,,42.24,43.81
2004-12-27,,59.36,84.3832,,42.24,43.84
2004-12-28,,59.53,84.6311,,42.45,43.78
2004-12-29,,59.61,84.5144,,42.35,43.74
2004-12-30,,59.57,83.9669,,42.13,43.71
2004-12-31,,59.4,84.0876,,42.49,43.58
2005-01-03,,58.66,83.0705,,42.32,43.61
2005-01-04,,58.51,82.7928,,42.28,43.43
2005-01-05,,58.14,82.4955,,41.95,43.77
2005-01-06,,58.16,82.5721,,42.07,43.87
2005-01-07,,57.81,82.258,,41.89,43.83
2005-01-10,,57.52,82.3966,,42.01,44.02
2005-01-11,,57.53,82.4188,,42.16,43.82
2005-01-12,,57.35,82.0856,,42.28,43.73
2005-01-13,,57.88,82.6047,,42.7,43.69
2005-01-14,,57.5,82.1179,,42.6,43.85
2005-01-17,,57.33,81.8744,,42.79,43.72
2005-01-18,,57.06,81.2974,,42.65,43.74
2005-01-19,,56.98,81.6188,,42.69,43.74
2005-01-20,,56.93,81.9124,,42.65,43.78
2005-01-24,,57.12,82.1538,,42.52,43.75
2005-01-25,,57.12,82.2511,,42.55,43.81
2005-01-27,,57.25,82.3616,,42.35,43.75
2005-01-28,,57.08,82.591,,42.42,43.78
2005-01-31,,56.9,82.3819,,42.21,43.69
2005-02-01,,57.01,82.3302,,42.12,43.68
2005-02-02,,57.02,82.093,,41.99,43.59
2005-02-03,,56.49,81.6837,,41.64,43.36
2005-02-04,,56.4,81.791,,41.63,43.47
2005-02-07,,55.81,81.4766,,41.66,43.46
2005-02-08,,55.68,80.9761,,41.46,43.6
2005-02-09,,55.76,81.0569,,41.38,43.64
2005-02-10,,55.88,81.503,,41.42,43.78
2005-02-11,,56.34,81.7866,,41.4,43.79
2005-02-14,,56.54,82.0231,,41.68,43.72
2005-02-15,,56.77,82.6276,,41.65,43.76
2005-02-16,,57.04,82.8483,,41.71,43.82
2005-02-17,,57.04,82.4893,,41.58,43.74
2005-02-18,,57.3,82.9869,,41.56,43.84
2005-02-21,,57.21,82.9578,,41.45,43.82
2005-02-22,,57.59,83.3762,,41.75,43.72
2005-02-23,,57.9,83.444,,41.75,43.72
2005-02-24,,57.87,83.4779,,41.72,43.7
2005-02-25,,57.66,83.4457,,41.46,43.69
2005-02-28,,57.94,83.8739,,41.71,43.64
2005-03-01,,57.72,83.9184,,41.84,43.72
2005-03-02,,57.54,83.7816,,41.76,43.7
2005-03-03,,57.33,83.4326,,41.62,43.65
2005-03-04,,57.29,83.3681,,41.45,43.71
2005-03-07,,57.79,83.9525,,41.65,43.69
2005-03-09,,58.25,84.1892,,41.72,43.67
2005-03-10,,58.52,84.0353,,41.9,43.58
2005-03-11,,58.52,83.8632,,41.85,43.58
2005-03-14,,58.46,83.6955,,41.61,43.52
2005-03-15,,58.16,83.3765,,41.54,43.55
2005-03-16,,58.09,83.5083,,41.81,43.62
2005-03-17,,58.53,84.0161,,41.88,43.63
2005-03-18,,58.35,83.935,,41.68,43.69
2005-03-21,,57.94,83.6586,,41.62,43.67
2005-03-22,,57.58,82.9879,,41.64,43.77
2005-03-23,,57.2,82.5221,,41.53,43.74
2005-03-24,,56.95,82.041,,41.26,43.83
2005-03-28,,56.52,81.5545,,40.94,43.81
2005-03-29,,56.6,81.8326,,40.84,43.79
2005-03-30,,56.78,82.3465,,40.85,43.82
2005-03-31,,56.58,82.0881,,40.84,43.75
2005-04-04,,56.37,82.1135,,40.56,43.76
2005-04-05,,56.19,82.1525,,40.31,43.81
2005-04-06,,56.36,82.4132,,40.54,43.76
2005-04-07,,56.51,82.4412,,40.35,43.74
2005-04-08,,56.13,81.8105,,40.26,43.77
2005-04-11,,56.54,82.3909,,40.37,43.74
2005-04-12,,56.79,82.7525,,40.64,43.7
2005-04-13,,56.58,82.845,,40.76,43.75
2005-04-15,,56.1,82.339,,40.45,43.83
2005-04-19,,57.01,83.3628,,40.81,43.76
2005-04-20,,57.16,83.9098,,40.92,43.76
2005-04-21,,57.28,83.9431,,40.96,43.75
2005-04-25,,56.99,83.6609,,41.29,43.71
2005-04-26,,56.81,83.5069,,41.28,43.69
2005-04-27,,56.47,83.1058,,41.13,43.71
2005-04-28,,56.5,83.1998,,41.28,43.71
2005-04-29,,56.6,83.5657,,41.47,43.65
2005-05-02,,56.01,82.9442,,41.39,43.57
2005-05-03,,55.98,82.5217,,41.43,43.6
2005-05-04,,56.39,82.7391,,41.6,43.54
2005-05-05,,56.27,82.7047,,41.58,43.41
2005-05-06,,56.19,82.549,,41.46,43.44
2005-05-09,,55.73,82.1208,,41.3,43.51
2005-05-10,,55.75,81.6404,,41.04,43.45
2005-05-11,,55.83,81.631,,41.01,43.37
2005-05-12,,55.35,80.9927,,40.79,43.3
2005-05-13,,55.05,80.9448,,40.64,43.43
2005-05-16,,54.75,80.2173,,40.37,43.49
2005-05-17,,54.85,79.81,,40.53,43.43
2005-05-18,,54.98,79.86,,40.5,43.56
2005-05-19,,55.08,79.95,,40.58,43.45
2005-05-20,,54.96,79.87,,40.43,43.5
2005-05-24,,54.75,79.68,,40.46,43.49
2005-05-25,,54.72,79.57,,40.49,43.51
2005-05-26,,54.61,79.46,,40.33,43.52
2005-05-27,,54.52,79.34,,40.37,43.52
2005-05-30,,54.54,79.38,,40.34,43.54
2005-05-31,,54.13,79.3,,40.34,43.69
2005-06-01,,53.93,79.61,,40.37,43.72
2005-06-02,,53.5,79.35,,40.37,43.76
2005-06-03,,53.54,79.33,,40.41,43.66
2005-06-06,,53.37,79.16,,40.57,43.6
2005-06-07,,53.55,79.61,,40.75,43.53
2005-06-08,,53.62,79.89,,40.73,43.53
2005-06-09,,53.22,79.49,,40.59,43.55
2005-06-10,,53.21,79.26,,40.53,43.56
2005-06-13,,52.74,78.92,,40.17,43.62
2005-06-14,,52.9,78.79,,39.91,43.65
2005-06-15,,52.54,78.96,,39.96,43.66
2005-06-16,,52.69,79.42,,39.9,43.61
2005-06-17,,52.75,79.36,,39.99,43.59
2005-06-20,,53.22,79.5,,40.05,43.54
2005-06-21,,52.93,79.49,,39.88,43.61
2005-06-22,,53.01,79.58,,40.11,43.5
2005-06-23,,52.74,79.25,,40.04,43.53
2005-06-24,,52.42,79.12,,39.96,43.56
2005-06-27,,52.82,79.39,,39.8,43.49
2005-06-28,,52.87,79.42,,39.69,43.56
2005-06-29,,52.44,79.03,,39.54,43.55
2005-06-30,,52.68,78.75,,39.51,43.51
2005-07-01,,52.38,77.59,,39.19,43.53
2005-07-04,,51.95,76.72,,39.03,43.56
2005-07-05,,51.84,76.45,,38.95,43.57
2005-07-06,,52.05,76.67,,39.08,43.57
2005-07-07,,52.01,76.43,,38.88,43.64
2005-07-08,,52.02,75.99,,38.85,43.63
2005-07-11,,52.35,75.92,,36.91,43.56
2005-07-12,,52.9,76.8,,39.1,43.53
2005-07-13,,53.16,77.22,,39.15,43.52
2005-07-14,,52.54,76.67,,38.93,43.53
2005-07-15,,52.78,76.69,,38.83,43.52
2005-07-18,,52.56,76.39,,38.86,43.54
2005-07-19,,52.34,75.91,,38.81,43.56
2005-07-20,,52.53,75.62,,38.48,43.54
2005-07-21,,52.84,75.82,,38.61,43.51
2005-07-22,,52.85,76.14,,39.11,43.39
2005-07-25,,52.43,75.56,,38.95,43.5
2005-07-26,,52.42,75.91,,38.94,43.52
2005-07-29,,52.73,76.34,,38.82,43.49
2005-08-01,,52.87,76.48,,38.7,43.45
2005-08-02,,53.08,76.93,,38.94,43.46
2005-08-03,,53.04,77.06,,38.98,43.51
2005-08-04,,53.66,77.35,,39.23,43.51
2005-08-05,,53.8,77.31,,38.98,43.5
2005-08-08,,53.7,77.29,,38.75,43.55
2005-08-09,,53.99,77.86,,38.97,43.55
2005-08-10,,53.9,77.92,,39.16,43.53
2005-08-11,,54.03,78.33,,39.49,43.58
2005-08-12,,54.33,78.98,,39.71,43.6
2005-08-16,,53.8,78.74,,39.83,43.54
2005-08-17,,53.58,78.55,,39.64,43.54
2005-08-18,,53.47,78.62,,39.56,43.56
2005-08-19,,53.01,78.08,,39.45,43.58
2005-08-22,,53.06,78.35,,39.56,43.59
2005-08-23,,53.38,78.59,,39.72,43.67
2005-08-24,,53.23,78.4,,39.54,43.72
2005-08-25,,53.86,79.04,,39.85,43.76
2005-08-26,,53.82,78.86,,39.72,43.73
2005-08-29,,53.99,79.09,,39.69,43.78
2005-08-30,,53.79,78.94,,39.68,44.02
2005-08-31,,53.8,78.58,,39.54,44.04
2005-09-01,,54.38,79.53,,39.81,44.12
2005-09-02,,54.93,80.61,,40.01,43.95
2005-09-05,,54.94,80.75,,40.04,43.74
2005-09-06,,54.78,80.69,,40.09,43.86
2005-09-08,,54.53,80.57,,39.77,43.86
2005-09-09,,54.48,80.57,,39.64,43.81
2005-09-12,,54.05,80.34,,39.96,43.82
2005-09-13,,53.92,79.89,,39.69,43.88
2005-09-14,,53.97,80.21,,39.72,43.92
2005-09-15,,53.7,79.86,,39.74,43.94
2005-09-16,,53.91,79.44,,39.67,43.87
2005-09-19,,53.15,78.96,,39.32,43.9
2005-09-20,,53.48,79.28,,39.48,43.91
2005-09-21,,53.57,79.34,,39.36,43.92
2005-09-22,,53.62,79.43,,39.38,43.9
2005-09-23,,53.35,78.61,,39.33,43.93
2005-09-26,,52.87,78.01,,39.11,43.95
2005-09-27,,52.8,77.73,,38.96,43.98
2005-09-28,,53.04,78.04,,39.03,44.08
2005-09-29,,53.09,77.78,,38.95,43.99
2005-10-03,,52.75,77.53,,38.71,44.09
2005-10-04,,52.58,77.43,,38.62,44.13
2005-10-05,,52.92,78.07,,38.89,44.31
2005-10-06,,53.41,78.49,,38.89,44.26
2005-10-07,,53.95,78.63,,39.06,44.32
2005-10-10,,54.15,78.61,,39.25,44.62
2005-10-11,,53.99,78.59,,39.33,44.94
2005-10-13,,53.83,78.46,,39.15,44.89
2005-10-14,,53.95,78.78,,39.17,44.89
2005-10-17,,54.15,79.17,,39.22,44.82
2005-10-18,,54.1,78.96,,39.1,45.11
2005-10-19,,53.86,79.12,,39.08,45.32
2005-10-20,,54.09,79.56,,39.08,45.2
2005-10-21,,54.31,80.08,,39.09,45.09
2005-10-24,,53.94,79.73,,39.05,45.14
2005-10-25,,53.91,79.57,,39.01,45.12
2005-10-26,,54.52,80.24,,39.08,44.94
2005-10-27,,54.48,80.2,,39.01,45.06
2005-10-28,,54.82,80.46,,39.11,45.09
2005-10-31,,54.43,80.09,,39.01,45.11
2005-11-02,,54.36,79.81,,38.69,45.18
2005-11-03,,54.62,80.32,,38.74,45.27
2005-11-04,,54.19,80.24,,38.56,45.41
2005-11-07,,53.91,79.92,,38.74,45.67
2005-11-08,,53.91,79.91,,39.0,45.99
2005-11-09,,53.87,79.79,,39.02,45.8
2005-11-10,,53.9,79.8,,38.9,45.81
2005-11-11,,53.51,79.74,,38.9,45.77
2005-11-14,,53.71,79.68,,38.72,45.67
2005-11-16,,53.66,79.43,,38.41,45.82
2005-11-17,,53.43,78.61,,38.49,45.77
2005-11-18,,53.6,78.53,,38.4,45.74
2005-11-21,,53.92,78.62,,38.36,45.78
2005-11-22,,53.78,78.71,,38.49,45.85
2005-11-23,,54.15,78.89,,38.57,45.74
2005-11-24,,53.99,78.69,,38.46,45.72
2005-11-25,,53.88,78.84,,38.4,45.78
2005-11-28,,53.74,78.67,,38.35,45.94
2005-11-29,,54.29,79.16,,38.53,45.92
2005-11-30,,54.16,79.07,,38.5,45.94
2005-12-01,,54.21,79.55,,38.38,45.99
2005-12-02,,54.08,79.79,,38.25,46.12
2005-12-05,,54.18,80.15,,38.18,46.28
2005-12-06,,54.43,80.43,,38.19,46.18
2005-12-07,,54.35,80.21,,38.13,46.17
2005-12-08,,54.26,80.31,,38.39,46.33
2005-12-09,,54.56,80.91,,38.33,46.22
2005-12-12,,54.68,81.31,,38.23,46.2
2005-12-13,,55.08,81.67,,38.41,46.06
2005-12-14,,55.01,81.28,,38.56,45.84
2005-12-15,,54.49,80.59,,38.82,45.5
2005-12-16,,54.29,80.11,,39.2,45.38
2005-12-19,,54.37,80.15,,38.86,45.24
2005-12-20,,53.99,79.3,,38.64,45.03
2005-12-21,,53.86,79.71,,38.73,45.37
2005-12-22,,53.64,79.04,,38.57,45.32
2005-12-23,,53.62,78.52,,38.73,45.16
2005-12-26,,53.43,78.16,,38.73,45.12
2005-12-27,,53.5,78.21,,38.55,45.2
2005-12-28,,53.69,78.35,,38.6,45.26
2005-12-29,,53.5,77.77,,38.35,45.16
2005-12-30,,53.55,77.89,,38.44,45.07
2006-01-02,,53.28,77.51,,38.32,45.05
2006-01-03,,53.46,77.72,,38.34,44.95
2006-01-04,,54.09,78.46,,38.76,44.85
2006-01-05,,54.05,78.36,,38.43,44.67
2006-01-06,,53.98,78.33,,38.47,44.66
2006-01-09,,53.77,78.42,,38.87,44.28
2006-01-10,,53.49,78.35,,38.74,44.38
2006-01-12,,53.63,77.98,,38.75,44.15
2006-01-13,,53.35,77.95,,38.63,44.26
2006-01-16,,53.63,78.42,,38.62,44.17
2006-01-17,,53.73,78.3,,38.53,44.31
2006-01-18,,53.77,78.4,,38.48,44.51
2006-01-19,,53.7,78.17,,38.52,44.36
2006-01-20,,53.56,77.88,,38.38,44.36
2006-01-23,,54.06,78.6,,38.48,44.15
2006-01-24,,54.36,78.96,,38.57,44.21
2006-01-25,,54.38,79.01,,38.53,44.29
2006-01-27,,53.91,78.57,,37.92,44.15
2006-01-30,,53.43,78.03,,37.61,44.14
2006-01-31,,53.32,77.95,,37.5,44.07
2006-02-01,,53.68,78.56,,37.68,44.15
2006-02-02,,53.37,78.48,,37.39,44.31
2006-02-03,,53.48,78.69,,37.34,44.23
2006-02-06,,53.13,77.8,,37.23,44.2
2006-02-07,,53.01,77.43,,37.23,44.27
2006-02-08,,52.96,77.15,,37.51,44.2
2006-02-10,,53.01,77.24,,37.52,44.21
2006-02-13,,52.68,77.14,,37.54,44.26
2006-02-14,,52.7,77.07,,37.73,44.22
2006-02-15,,52.74,76.82,,37.63,44.27
2006-02-16,,52.66,77.05,,37.62,44.3
2006-02-17,,52.86,77.18,,37.64,44.46
2006-02-20,,53.17,77.49,,37.58,44.43
2006-02-21,,52.95,77.42,,37.46,44.4
2006-02-22,,53.07,77.69,,37.53,44.51
2006-02-23,,53.07,77.76,,37.92,44.56
2006-02-24,,52.99,77.87,,38.1,44.45
2006-02-27,,52.7,77.45,,38.24,44.42
2006-02-28,,52.7,77.3,,38.24,44.44
2006-03-01,,52.94,77.78,,38.31,44.35
2006-03-02,,52.88,77.59,,38.15,44.34
2006-03-03,,53.32,77.72,,38.1,44.36
2006-03-06,,53.5,77.9,,37.88,44.32
2006-03-07,,53.04,77.39,,37.72,44.33
2006-03-08,,52.85,77.15,,37.74,44.42
2006-03-09,,53.11,77.37,,37.83,44.55
2006-03-10,,52.98,77.23,,37.57,44.5
2006-03-13,,53.16,76.93,,37.46,44.53
2006-03-14,,53.21,77.14,,37.53,44.47
2006-03-16,,53.51,77.48,,37.69,44.41
2006-03-17,,54.05,78.01,,38.06,44.42
2006-03-20,,54.08,78.0,,38.22,44.44
2006-03-21,,53.84,77.83,,38.06,44.38
2006-03-22,,53.76,77.69,,37.95,44.47
2006-03-23,,53.73,77.69,,38.0,44.55
2006-03-24,,53.47,77.47,,37.86,44.66
2006-03-27,,53.79,78.01,,38.27,44.66
2006-03-28,,53.64,78.0,,38.19,44.66
2006-03-29,,53.63,77.9,,37.91,44.69
2006-03-31,,54.2,77.8,,38.01,44.61
2006-04-03,,53.77,77.15,,37.62,44.61
2006-04-04,,54.17,77.56,,37.92,44.61
2006-04-05,,54.83,78.59,,38.24,44.69
2006-04-07,,54.48,78.2,,37.91,44.63
2006-04-10,,54.14,77.95,,37.84,44.74
2006-04-12,,54.58,78.6,,38.03,44.93
2006-04-13,,54.88,78.45,,38.27,45.3
2006-04-17,,54.98,79.39,,38.18,45.15
2006-04-18,,55.34,79.97,,38.34,45.15
2006-04-19,,55.78,80.46,,38.6,45.14
2006-04-20,,55.72,80.74,,38.37,45.15
2006-04-21,,55.4,80.15,,38.33,45.09
2006-04-24,,55.7,80.5,,38.99,45.06
2006-04-25,,55.5,80.09,,39.1,44.83
2006-04-26,,55.92,80.4,,39.13,45.03
2006-04-27,,56.07,80.42,,39.29,45.06
2006-04-28,,56.41,81.04,,39.39,44.97
2006-05-02,,56.47,81.88,,39.46,44.9
2006-05-03,,56.77,82.84,,39.71,44.86
2006-05-04,,56.69,82.51,,39.42,44.97
2006-05-05,,56.94,83.07,,39.47,44.88
2006-05-08,,57.13,83.46,,40.17,44.88
2006-05-09,,57.0,83.42,,40.22,44.96
2006-05-10,,57.35,83.82,,40.49,44.93
2006-05-11,,57.45,83.67,,40.54,45.07
2006-05-12,,57.98,84.96,,40.92,45.05
2006-05-15,,58.55,85.88,,41.34,45.39
2006-05-16,,58.39,85.76,,41.39,45.61
2006-05-17,,58.33,85.68,,41.36,45.34
2006-05-18,,57.58,85.55,,41.06,45.48
2006-05-19,,58.32,85.94,,40.99,45.46
2006-05-22,,58.12,85.33,,40.56,45.68
2006-05-23,,58.46,85.79,,40.95,45.52
2006-05-24,,58.48,85.81,,40.69,45.73
2006-05-25,,58.59,85.68,,40.69,45.85
2006-05-26,,58.62,85.82,,40.93,45.85
2006-05-29,,58.58,85.51,,40.93,45.97
2006-05-30,,59.32,86.51,,41.31,46.19
2006-05-31,,59.8,87.43,,41.54,46.43
2006-06-01,,59.03,86.07,,40.99,46.22
2006-06-02,,59.14,86.06,,40.95,46.17
2006-06-05,,59.36,86.37,,41.04,45.82
2006-06-06,,59.31,86.09,,40.91,45.92
2006-06-07,,58.75,85.32,,40.52,45.93
2006-06-08,,58.88,85.27,,40.46,46.06
2006-06-09,,58.03,84.62,,40.32,45.92
2006-06-12,,58.01,84.61,,40.21,45.88
2006-06-13,,57.92,84.73,,40.15,46.04
2006-06-14,,57.82,84.54,,39.98,45.98
2006-06-15,,57.92,84.72,,39.93,45.91
2006-06-16,,58.08,85.11,,40.06,45.92
2006-06-19,,57.78,84.65,,39.7,45.89
2006-06-20,,57.74,84.63,,39.93,45.91
2006-06-21,,57.95,84.76,,40.02,45.92
2006-06-22,,58.3,84.93,,40.07,46.01
2006-06-23,,58.12,84.57,,39.86,46.2
2006-06-26,,57.96,84.27,,39.81,46.34
2006-06-27,,58.38,84.49,,39.89,46.36
2006-06-28,,58.32,84.5,,39.91,46.4
2006-06-29,,58.14,84.21,,39.76,46.34
2006-06-30,,58.54,84.45,,40.16,46.08
2006-07-03,,58.76,84.95,,40.16,45.98
2006-07-04,,58.98,84.92,,40.2,46.01
2006-07-05,,58.96,84.96,,40.22,46.03
2006-07-06,,58.8,84.78,,39.99,46.15
2006-07-07,,58.96,84.71,,40.05,46.12
2006-07-10,,58.97,85.22,,40.53,46.06
2006-07-11,,58.8,85.06,,40.47,46.21
2006-07-12,,58.99,85.35,,40.4,46.21
2006-07-13,,58.83,84.9,,40.11,46.29
2006-07-14,,58.76,85.25,,40.01,46.43
2006-07-17,,58.69,85.31,,39.91,46.44
2006-07-18,,58.53,85.04,,39.96,46.73
2006-07-19,,58.69,85.75,,39.99,46.95
2006-07-20,,59.0,86.38,,40.14,46.84
2006-07-21,,59.17,86.61,,40.07,46.83
2006-07-24,,59.29,86.89,,40.24,46.93
2006-07-25,,59.3,86.76,,40.13,46.81
2006-07-26,,58.89,86.26,,40.04,46.85
2006-07-27,,59.33,86.56,,40.15,46.64
2006-07-28,,59.1,86.54,,40.35,46.56
2006-07-31,,59.31,86.65,,40.66,46.51
2006-08-01,,59.39,87.0,,40.69,46.65
2006-08-02,,59.67,87.36,,40.69,46.56
2006-08-03,,59.61,87.67,,40.72,46.72
2006-08-04,,59.55,87.76,,40.43,46.54
2006-08-07,,59.88,88.67,,40.57,46.49
2006-08-08,,59.74,88.77,,40.42,46.59
2006-08-09,,59.67,88.6,,40.34,46.53
2006-08-10,,59.84,88.54,,40.34,46.43
2006-08-11,,59.34,87.97,,40.19,46.52
2006-08-14,,59.36,88.13,,40.0,46.56
2006-08-16,,59.54,88.13,,40.1,46.55
2006-08-17,,59.72,88.15,,40.2,46.46
2006-08-18,,59.66,87.61,,40.09,46.48
2006-08-21,,59.78,87.56,,40.06,46.45
2006-08-22,,59.9,88.11,,40.08,46.52
2006-08-23,,59.56,87.9,,40.01,46.56
2006-08-24,,59.39,87.87,,39.93,46.5
2006-08-25,,59.44,87.79,,39.77,46.61
2006-08-28,,59.55,88.06,,39.73,46.56
2006-08-29,,59.66,88.31,,39.81,46.52
2006-08-30,,59.66,88.35,,39.79,46.51
2006-08-31,,59.71,88.72,,39.66,46.55
2006-09-01,,59.61,88.57,,39.67,46.53
2006-09-04,,59.68,88.52,,39.87,46.44
2006-09-05,,59.33,87.94,,39.88,46.22
2006-09-06,,59.24,87.53,,39.76,46.21
2006-09-07,,59.08,86.82,,39.51,46.1
2006-09-08,,58.72,86.56,,39.77,46.2
2006-09-11,,58.72,86.37,,39.54,46.27
2006-09-12,,58.9,86.52,,39.39,46.34
2006-09-13,,58.65,86.61,,39.25,46.22
2006-09-14,,58.54,86.65,,39.24,46.15
2006-09-15,,58.69,87.08,,39.25,46.13
2006-09-18,,58.44,87.87,,39.09,46.12
2006-09-19,,58.57,86.72,,39.06,46.11
2006-09-20,,58.36,86.67,,39.29,46.05
2006-09-21,,58.28,86.81,,39.17,45.88
2006-09-22,,58.78,87.41,,39.45,45.94
2006-09-25,,58.77,87.44,,39.46,45.86
2006-09-26,,58.63,87.32,,39.51,45.97
2006-09-27,,58.21,86.97,,39.23,45.92
2006-09-28,,58.38,86.53,,39.04,45.92
2006-09-29,,58.33,86.09,,38.97,45.96
2006-10-03,,58.51,86.57,,38.97,45.84
2006-10-04,,58.15,86.1,,38.7,45.69
2006-10-05,,58.1,86.22,,38.84,45.71
2006-10-06,,57.85,85.54,,38.63,45.61
2006-10-09,,57.62,85.53,,38.36,45.72
2006-10-10,,57.65,85.49,,38.45,45.74
2006-10-11,,57.38,84.82,,38.24,45.76
2006-10-12,,57.17,84.73,,38.17,45.6
2006-10-13,,57.15,84.64,,38.11,45.49
2006-10-16,,56.85,84.58,,38.08,45.46
2006-10-17,,56.83,84.46,,38.08,45.36
2006-10-18,,56.8,84.72,,38.22,45.26
2006-10-19,,56.83,84.7,,38.14,45.32
2006-10-20,,57.18,85.01,,38.29,45.31
2006-10-23,,57.18,85.33,,38.19,45.4
2006-10-26,,57.22,85.2,,38.12,45.3
2006-10-27,,57.34,85.49,,38.18,45.22
2006-10-30,,57.32,85.54,,38.38,45.09
2006-10-31,,57.24,85.56,,38.32,45.02
2006-11-01,,57.34,85.71,,38.41,44.93
2006-11-02,,57.32,85.69,,38.34,44.93
2006-11-03,,57.28,85.55,,38.29,44.84
2006-11-06,,56.99,85.24,,37.98,44.86
2006-11-07,,57.21,85.36,,38.07,44.83
2006-11-08,,57.07,85.17,,37.98,44.68
2006-11-09,,56.98,85.03,,37.88,44.65
2006-11-10,,57.12,84.83,,37.82,44.45
2006-11-13,,57.78,85.91,,38.25,44.9
2006-11-14,,57.92,85.99,,38.4,45.16
2006-11-15,,58.05,85.82,,38.45,45.34
2006-11-16,,57.89,85.24,,38.26,45.17
2006-11-17,,57.48,84.91,,38.02,45.01
2006-11-20,,57.59,84.97,,38.04,44.86
2006-11-21,,57.63,85.34,,38.08,44.99
2006-11-22,,57.55,85.14,,38.07,44.75
2006-11-23,,57.82,85.57,,38.35,44.7
2006-11-24,,58.15,85.99,,38.57,44.87
2006-11-27,,58.62,86.51,,38.5,44.64
2006-11-28,,58.71,86.68,,38.52,44.74
2006-11-29,,58.96,87.23,,38.59,44.65
2006-11-30,,58.93,87.21,,38.53,44.76
2006-12-01,,59.26,88.18,,38.55,44.67
2006-12-04,,59.4,88.24,,38.58,44.59
2006-12-05,,59.41,88.1,,38.64,44.56
2006-12-06,,59.36,87.82,,38.86,44.51
2006-12-07,,59.44,87.92,,38.86,44.66
2006-12-08,,59.37,87.68,,38.77,44.69
2006-12-11,,58.95,87.32,,38.36,44.76
2006-12-12,,59.39,87.89,,38.33,44.82
2006-12-13,,59.52,88.3,,38.31,44.83
2006-12-14,,59.14,87.98,,38.08,44.74
2006-12-15,,58.7,87.56,,37.88,44.66
2006-12-18,,58.7,87.66,,37.98,44.79
2006-12-19,,58.69,87.39,,38.0,44.83
2006-12-20,,59.21,88.3,,37.88,44.74
2006-12-21,,59.02,87.98,,37.79,44.73
2006-12-22,,58.83,87.54,,37.69,44.59
2006-12-26,,58.45,87.25,,37.45,44.54
2006-12-27,,58.41,87.1,,37.41,44.39
2006-12-28,,58.22,86.84,,37.37,44.36
2006-12-29,,58.26,86.91,,37.21,44.23
2007-01-02,,58.53,86.88,,37.25,44.2
2007-01-03,,58.88,87.49,,37.32,44.33
2007-01-04,,58.46,86.61,,37.2,44.42
2007-01-05,,57.92,85.83,,37.42,44.3
2007-01-08,,57.8,85.79,,37.57,44.42
2007-01-09,,57.99,86.4,,37.39,44.47
2007-01-10,,57.8,86.24,,37.35,44.53
2007-01-11,,57.76,86.16,,37.17,44.56
2007-01-12,,57.54,86.8,,36.97,44.61
2007-01-15,,57.29,86.82,,36.83,44.31
2007-01-16,,57.38,86.11,,36.83,44.32
2007-01-17,,57.27,86.87,,36.69,44.27
2007-01-18,,57.36,87.3,,36.58,44.25
2007-01-19,,57.61,87.61,,36.56,44.34
2007-01-22,,57.34,87.3,,36.43,44.21
2007-01-23,,57.23,87.48,,36.33,44.21
2007-01-24,,57.61,87.56,,36.41,44.23
2007-01-25,,57.33,86.95,,36.77,44.24
2007-01-29,,57.13,86.71,,36.34,44.27
2007-01-31,,57.25,86.66,,36.41,44.17
2007-02-02,,57.44,86.79,,36.55,44.11
2007-02-05,,57.04,86.58,,36.52,44.11
2007-02-06,,56.99,86.46,,36.65,44.13
